key,Feature,Description,Gene Name,logFC,adj.P.Val
WT vs MT2,ENSG00000139436,G protein-coupled receptor kinase interacting ArfGAP 2,GIT2,-0.057,0.75
WT vs MT2,ENSG00000082269,"family with sequence similarity 135, member A",FAM135A,0.056,0.76
WT vs MT2,ENSG00000117682,dehydrodolichyl diphosphate synthase,DHDDS,0.37,0.53
WT vs MT2,ENSG00000187492,cadherin-related family member 4,CDHR4,-0.2,0.8
WT vs MT2,ENSG00000241732,"",RP11-38P22.2,0.15,0.83
WT vs MT2,ENSG00000103145,host cell factor C1 regulator 1 (XPO1 dependent),HCFC1R1,-0.49,0.00074
WT vs MT2,ENSG00000172932,"ankyrin repeat domain 13 family, member D",ANKRD13D,0.45,0.27
WT vs MT2,ENSG00000267045,"",AC006126.4,-0.26,0.059
WT vs MT2,ENSG00000230366,Down syndrome critical region gene 9 (non-protein coding),DSCR9,0.47,0.01
WT vs MT2,ENSG00000182584,actin-like 10,ACTL10,0.69,0.071
WT vs MT2,ENSG00000188994,zinc finger protein 292,ZNF292,0.17,0.54
WT vs MT2,ENSG00000074582,BC1 (ubiquinol-cytochrome c reductase) synthesis-like,BCS1L,-0.26,0.14
WT vs MT2,ENSG00000141556,tubulin folding cofactor D,TBCD,0.23,0.93
WT vs MT2,ENSG00000225880,long intergenic non-protein coding RNA 115,LINC00115,0.16,0.15
WT vs MT2,ENSG00000170776,A kinase (PRKA) anchor protein 13,AKAP13,0.18,0.28
WT vs MT2,ENSG00000261490,"",RP11-448G15.3,0.37,0.01
WT vs MT2,ENSG00000074621,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",SLC24A1,-0.0092,0.99
WT vs MT2,ENSG00000163606,CD200 receptor 1,CD200R1,-0.4,0.2
WT vs MT2,ENSG00000073146,"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)",MOV10L1,0.1,0.8
WT vs MT2,ENSG00000123870,"zinc finger protein 137, pseudogene",ZNF137P,-0.14,0.43
WT vs MT2,ENSG00000261052,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3",SULT1A3,-0.4,0.01
WT vs MT2,ENSG00000140181,hect domain and RLD 2 pseudogene 2,HERC2P2,0.049,0.9
WT vs MT2,ENSG00000100029,pescadillo ribosomal biogenesis factor 1,PES1,0.048,0.85
WT vs MT2,ENSG00000197006,methyltransferase like 9,METTL9,0.083,0.71
WT vs MT2,ENSG00000163170,bolA homolog 3 (E. coli),BOLA3,0.035,0.96
WT vs MT2,ENSG00000099968,BCL2-like 13 (apoptosis facilitator),BCL2L13,0.35,0.29
WT vs MT2,ENSG00000164828,Sad1 and UNC84 domain containing 1,SUN1,-0.36,0.56
WT vs MT2,ENSG00000154473,BUB3 mitotic checkpoint protein,BUB3,-0.021,0.95
WT vs MT2,ENSG00000131408,"nuclear receptor subfamily 1, group H, member 2",NR1H2,-0.049,0.87
WT vs MT2,ENSG00000243323,"protein tyrosine phosphatase, receptor type, V, pseudogene",PTPRVP,-0.16,0.7
WT vs MT2,ENSG00000008294,sperm associated antigen 9,SPAG9,0.004,1
WT vs MT2,ENSG00000114698,phospholipid scramblase 4,PLSCR4,0.29,0.057
WT vs MT2,ENSG00000180771,serine/arginine-rich splicing factor 8,SRSF8,0.18,0.74
WT vs MT2,ENSG00000141232,"transducer of ERBB2, 1",TOB1,0.11,0.8
WT vs MT2,ENSG00000138316,"ADAM metallopeptidase with thrombospondin type 1 motif, 14",ADAMTS14,0.1,0.93
WT vs MT2,ENSG00000131941,"rhophilin, Rho GTPase binding protein 2",RHPN2,0.032,0.94
WT vs MT2,ENSG00000260336,"",RP11-395B7.7,0.13,0.47
WT vs MT2,ENSG00000244687,ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,-0.055,0.8
WT vs MT2,ENSG00000196233,ligand dependent nuclear receptor corepressor,LCOR,-0.015,0.94
WT vs MT2,ENSG00000109572,"chloride channel, voltage-sensitive 3",CLCN3,0.49,0.079
WT vs MT2,ENSG00000143549,tropomyosin 3,TPM3,-0.11,0.64
WT vs MT2,ENSG00000259583,"",RP11-66B24.4,-0.45,0.3
WT vs MT2,ENSG00000137210,transmembrane protein 14B,TMEM14B,-0.061,0.95
WT vs MT2,ENSG00000213066,FGFR1 oncogene partner,FGFR1OP,-0.11,0.86
WT vs MT2,ENSG00000158246,"family with sequence similarity 46, member B",FAM46B,0.027,0.98
WT vs MT2,ENSG00000114503,"nuclear cap binding protein subunit 2, 20kDa",NCBP2,0.074,0.77
WT vs MT2,ENSG00000068976,"phosphorylase, glycogen, muscle",PYGM,-0.09,0.87
WT vs MT2,ENSG00000268584,"",RP11-464F9.20,0.16,0.35
WT vs MT2,ENSG00000110811,leprecan-like 2,LEPREL2,0.53,0.034
WT vs MT2,ENSG00000207650,microRNA 570,MIR570,0.057,0.89
WT vs MT2,ENSG00000104381,ganglioside induced differentiation associated protein 1,GDAP1,0.15,0.73
WT vs MT2,ENSG00000134597,"RNA binding motif protein, X-linked 2",RBMX2,-0.043,0.85
WT vs MT2,ENSG00000107968,mitogen-activated protein kinase kinase kinase 8,MAP3K8,-0.012,0.97
WT vs MT2,ENSG00000144674,golgin A4,GOLGA4,0.043,0.86
WT vs MT2,ENSG00000185203,WASH and IL9R antisense RNA 1,WASIR1,0.1,0.9
WT vs MT2,ENSG00000158022,"tripartite motif containing 63, E3 ubiquitin protein ligase",TRIM63,-0.24,0.43
WT vs MT2,ENSG00000133835,hydroxysteroid (17-beta) dehydrogenase 4,HSD17B4,-0.19,0.26
WT vs MT2,ENSG00000115204,MpV17 mitochondrial inner membrane protein,MPV17,-0.2,0.45
WT vs MT2,ENSG00000169359,"solute carrier family 33 (acetyl-CoA transporter), member 1",SLC33A1,0.03,0.97
WT vs MT2,ENSG00000172269,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),DPAGT1,-0.53,0.41
WT vs MT2,ENSG00000136875,PRP4 pre-mRNA processing factor 4 homolog (yeast),PRPF4,-0.25,0.093
WT vs MT2,ENSG00000139154,AE binding protein 2,AEBP2,0.19,0.54
WT vs MT2,ENSG00000105325,fizzy/cell division cycle 20 related 1 (Drosophila),FZR1,-0.1,0.76
WT vs MT2,ENSG00000259715,"",CTD-3110H11.1,-0.067,0.74
WT vs MT2,ENSG00000157181,chromosome 1 open reading frame 27,C1orf27,-0.16,0.71
WT vs MT2,ENSG00000115649,cyclin Pas1/PHO80 domain containing 1,CNPPD1,-0.03,0.9
WT vs MT2,ENSG00000186094,ATP/GTP binding protein-like 4,AGBL4,0.23,0.44
WT vs MT2,ENSG00000176641,ring finger protein 152,RNF152,-0.27,0.44
WT vs MT2,ENSG00000265688,MAFG antisense RNA 1 (head to head),MAFG-AS1,-0.036,0.89
WT vs MT2,ENSG00000162639,HEN1 methyltransferase homolog 1 (Arabidopsis),HENMT1,0.62,0.22
WT vs MT2,ENSG00000128274,"alpha 1,4-galactosyltransferase",A4GALT,-0.15,0.33
WT vs MT2,ENSG00000179010,Morf4 family associated protein 1,MRFAP1,0.46,0.47
WT vs MT2,ENSG00000140807,naked cuticle homolog 1 (Drosophila),NKD1,-0.78,0.02
WT vs MT2,ENSG00000102221,PHD finger protein 16,PHF16,0.27,0.21
WT vs MT2,ENSG00000187726,"DnaJ (Hsp40) homolog, subfamily B, member 13",DNAJB13,0.19,0.53
WT vs MT2,ENSG00000176396,EP300 interacting inhibitor of differentiation 2,EID2,-0.51,0.0054
WT vs MT2,ENSG00000198961,"praja ring finger 2, E3 ubiquitin protein ligase",PJA2,-0.06,0.88
WT vs MT2,ENSG00000167306,myosin VB,MYO5B,-0.0029,1
WT vs MT2,ENSG00000238018,"",AC093110.3,0.062,0.8
WT vs MT2,ENSG00000166352,chromosome 11 open reading frame 74,C11orf74,-0.13,0.27
WT vs MT2,ENSG00000157193,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",LRP8,0.52,0.13
WT vs MT2,ENSG00000122008,polymerase (DNA directed) kappa,POLK,-0.34,0.18
WT vs MT2,ENSG00000241685,"actin related protein 2/3 complex, subunit 1A, 41kDa",ARPC1A,-0.029,0.97
WT vs MT2,ENSG00000143569,ubiquitin associated protein 2-like,UBAP2L,-0.29,0.36
WT vs MT2,ENSG00000086288,NME/NM23 family member 8,NME8,0.067,0.76
WT vs MT2,ENSG00000102572,serine/threonine kinase 24,STK24,-0.15,0.7
WT vs MT2,ENSG00000262692,"",CTD-3195I5.3,0.1,0.75
WT vs MT2,ENSG00000115414,fibronectin 1,FN1,0.18,0.76
WT vs MT2,ENSG00000089159,paxillin,PXN,-0.21,0.55
WT vs MT2,ENSG00000234684,SDCBP2 antisense RNA 1,SDCBP2-AS1,-1,0.0074
WT vs MT2,ENSG00000162613,far upstream element (FUSE) binding protein 1,FUBP1,-0.13,0.31
WT vs MT2,ENSG00000137171,kinesin light chain 4,KLC4,0.33,0.44
WT vs MT2,ENSG00000137806,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1",NDUFAF1,0.081,0.76
WT vs MT2,ENSG00000115970,thyroid adenoma associated,THADA,-0.11,0.93
WT vs MT2,ENSG00000166926,"membrane-spanning 4-domains, subfamily A, member 6E",MS4A6E,-0.5,0.056
WT vs MT2,ENSG00000121481,ring finger protein 2,RNF2,-0.07,0.9
WT vs MT2,ENSG00000164626,"potassium channel, subfamily K, member 5",KCNK5,-0.11,0.63
WT vs MT2,ENSG00000160703,NLR family member X1,NLRX1,-0.33,0.1
WT vs MT2,ENSG00000172250,serine hydrolase-like,SERHL,0.64,0.074
WT vs MT2,ENSG00000176809,"leucine rich repeat containing 37, member A3",LRRC37A3,0.019,0.96
WT vs MT2,ENSG00000100979,phospholipid transfer protein,PLTP,0.28,0.49
WT vs MT2,ENSG00000132541,heat-responsive protein 12,HRSP12,-0.13,0.52
WT vs MT2,ENSG00000267565,"",CTC-559E9.8,0.0037,1
WT vs MT2,ENSG00000141429,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1),GALNT1,-0.18,0.33
WT vs MT2,ENSG00000132716,DDB1 and CUL4 associated factor 8,DCAF8,0.0068,0.99
WT vs MT2,ENSG00000125810,CD93 molecule,CD93,-0.27,0.26
WT vs MT2,ENSG00000189143,claudin 4,CLDN4,0.08,0.84
WT vs MT2,ENSG00000164221,coiled-coil domain containing 112,CCDC112,0.031,0.97
WT vs MT2,ENSG00000183386,four and a half LIM domains 3,FHL3,0.23,0.42
WT vs MT2,ENSG00000089693,myeloid leukemia factor 2,MLF2,-0.15,0.38
WT vs MT2,ENSG00000242622,"",RP11-18H7.1,-0.12,0.77
WT vs MT2,ENSG00000213088,"Duffy blood group, atypical chemokine receptor",DARC,0.41,0.32
WT vs MT2,ENSG00000138172,calcium homeostasis modulator 2,CALHM2,0.5,0.011
WT vs MT2,ENSG00000260735,"",RP11-72I8.1,-0.066,0.7
WT vs MT2,ENSG00000242086,long intergenic non-protein coding RNA 969,LINC00969,-0.068,0.75
WT vs MT2,ENSG00000159921,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE,0.52,0.13
WT vs MT2,ENSG00000243811,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D",APOBEC3D,0.17,0.53
WT vs MT2,ENSG00000198468,FLVCR1 antisense RNA 1 (head to head),FLVCR1-AS1,-0.11,0.56
WT vs MT2,ENSG00000140326,codanin 1,CDAN1,-0.049,0.88
WT vs MT2,ENSG00000146530,von Willebrand factor D and EGF domains,VWDE,0.093,0.51
WT vs MT2,ENSG00000261337,"",RP11-498D10.5,-0.1,0.46
WT vs MT2,ENSG00000137075,ring finger protein 38,RNF38,0.078,0.81
WT vs MT2,ENSG00000124209,"RAB22A, member RAS oncogene family",RAB22A,0.92,0.0017
WT vs MT2,ENSG00000196505,ganglioside induced differentiation associated protein 2,GDAP2,-0.0011,1
WT vs MT2,ENSG00000083720,3-oxoacid CoA transferase 1,OXCT1,0.21,0.51
WT vs MT2,ENSG00000130511,single stranded DNA binding protein 4,SSBP4,0.18,0.072
WT vs MT2,ENSG00000204842,ataxin 2,ATXN2,0.088,0.48
WT vs MT2,ENSG00000229638,ribosomal protein L4 pseudogene 4,RPL4P4,-0.34,0.16
WT vs MT2,ENSG00000249992,transmembrane protein 158 (gene/pseudogene),TMEM158,-0.055,0.93
WT vs MT2,ENSG00000170545,small cell adhesion glycoprotein,SMAGP,-0.15,0.76
WT vs MT2,ENSG00000177302,topoisomerase (DNA) III alpha,TOP3A,-0.11,0.57
WT vs MT2,ENSG00000261512,"",RP11-46D6.1,0.2,0.33
WT vs MT2,ENSG00000204882,G protein-coupled receptor 20,GPR20,0.059,0.96
WT vs MT2,ENSG00000185986,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 3",SDHAP3,-0.26,0.086
WT vs MT2,ENSG00000167085,prohibitin,PHB,-0.12,0.33
WT vs MT2,ENSG00000123810,B9 protein domain 2,B9D2,-0.13,0.44
WT vs MT2,ENSG00000121083,"dynein, light chain, LC8-type 2",DYNLL2,-0.079,0.89
WT vs MT2,ENSG00000107560,RAB11 family interacting protein 2 (class I),RAB11FIP2,0.15,0.48
WT vs MT2,ENSG00000265817,fibrinogen silencer binding protein,FSBP,-0.3,0.034
WT vs MT2,ENSG00000073792,insulin-like growth factor 2 mRNA binding protein 2,IGF2BP2,-0.36,0.011
WT vs MT2,ENSG00000112561,transcription factor EB,TFEB,0.38,0.098
WT vs MT2,ENSG00000262180,oculomedin,OCLM,-0.65,0.32
WT vs MT2,ENSG00000116191,Ral GEF with PH domain and SH3 binding motif 2,RALGPS2,-0.75,0.001
WT vs MT2,ENSG00000136153,LIM domain 7,LMO7,-0.13,0.52
WT vs MT2,ENSG00000255753,"",RP11-22B23.2,-0.34,0.36
WT vs MT2,ENSG00000212907,mitochondrially encoded NADH dehydrogenase 4L,MT-ND4L,0.18,0.33
WT vs MT2,ENSG00000176463,"solute carrier organic anion transporter family, member 3A1",SLCO3A1,-0.21,0.039
WT vs MT2,ENSG00000124224,"protein phosphatase 4, regulatory subunit 1-like",PPP4R1L,-0.25,0.54
WT vs MT2,ENSG00000145740,"solute carrier family 30 (zinc transporter), member 5",SLC30A5,-0.036,0.89
WT vs MT2,ENSG00000266869,"",RP6-114E22.1,-0.019,0.95
WT vs MT2,ENSG00000134058,cyclin-dependent kinase 7,CDK7,0.15,0.18
WT vs MT2,ENSG00000136731,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1,-0.16,0.75
WT vs MT2,ENSG00000068654,"polymerase (RNA) I polypeptide A, 194kDa",POLR1A,0.19,0.79
WT vs MT2,ENSG00000189343,ribosomal protein S2 pseudogene 46,RPS2P46,-0.33,0.17
WT vs MT2,ENSG00000174775,Harvey rat sarcoma viral oncogene homolog,HRAS,-0.08,0.61
WT vs MT2,ENSG00000081148,interphotoreceptor matrix proteoglycan 2,IMPG2,0.35,0.59
WT vs MT2,ENSG00000165392,"Werner syndrome, RecQ helicase-like",WRN,0.52,0.42
WT vs MT2,ENSG00000078081,lysosomal-associated membrane protein 3,LAMP3,0.061,0.91
WT vs MT2,ENSG00000153558,F-box and leucine-rich repeat protein 2,FBXL2,-0.32,0.46
WT vs MT2,ENSG00000156411,chromosome 14 open reading frame 2,C14orf2,0.17,0.72
WT vs MT2,ENSG00000166086,junctional adhesion molecule 3,JAM3,-0.26,0.74
WT vs MT2,ENSG00000168016,tetratricopeptide repeat and ankyrin repeat containing 1,TRANK1,-0.069,0.83
WT vs MT2,ENSG00000088826,spermine oxidase,SMOX,-0.39,0.0083
WT vs MT2,ENSG00000121988,"zinc finger, RAN-binding domain containing 3",ZRANB3,0.2,0.62
WT vs MT2,ENSG00000182185,RAD51 paralog B,RAD51B,0.016,0.97
WT vs MT2,ENSG00000164086,dual specificity phosphatase 7,DUSP7,0.05,0.91
WT vs MT2,ENSG00000196182,serine/threonine kinase 40,STK40,0.26,0.15
WT vs MT2,ENSG00000104047,DTW domain containing 1,DTWD1,-0.36,0.08
WT vs MT2,ENSG00000167637,zinc finger protein 283,ZNF283,-0.034,0.91
WT vs MT2,ENSG00000138002,intraflagellar transport 172 homolog (Chlamydomonas),IFT172,0.18,0.36
WT vs MT2,ENSG00000134278,spire homolog 1 (Drosophila),SPIRE1,0.013,0.97
WT vs MT2,ENSG00000204380,"",AC005042.4,0.071,0.66
WT vs MT2,ENSG00000180758,G protein-coupled receptor 157,GPR157,0.1,0.7
WT vs MT2,ENSG00000136840,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",ST6GALNAC4,-0.19,0.056
WT vs MT2,ENSG00000142798,heparan sulfate proteoglycan 2,HSPG2,0.18,0.061
WT vs MT2,ENSG00000151117,transmembrane protein 86A,TMEM86A,0.018,0.93
WT vs MT2,ENSG00000168675,low density lipoprotein receptor class A domain containing 4,LDLRAD4,-0.31,0.38
WT vs MT2,ENSG00000182899,ribosomal protein L35a,RPL35A,-0.059,0.82
WT vs MT2,ENSG00000132842,"adaptor-related protein complex 3, beta 1 subunit",AP3B1,0.52,0.39
WT vs MT2,ENSG00000124486,"ubiquitin specific peptidase 9, X-linked",USP9X,-0.49,0.26
WT vs MT2,ENSG00000102760,regulator of cell cycle,RGCC,0.1,0.89
WT vs MT2,ENSG00000231770,TMEM44 antisense RNA 1,TMEM44-AS1,0.057,0.83
WT vs MT2,ENSG00000065882,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",TBC1D1,1.3,0.071
WT vs MT2,ENSG00000099260,palmdelphin,PALMD,0.17,0.7
WT vs MT2,ENSG00000006638,thromboxane A2 receptor,TBXA2R,-0.14,0.76
WT vs MT2,ENSG00000136982,DNA replication and sister chromatid cohesion 1,DSCC1,-0.12,0.68
WT vs MT2,ENSG00000178338,zinc finger protein 354B,ZNF354B,-0.072,0.89
WT vs MT2,ENSG00000106080,"FK506 binding protein 14, 22 kDa",FKBP14,-0.13,0.74
WT vs MT2,ENSG00000259848,"",AC097374.2,-0.0071,0.99
WT vs MT2,ENSG00000149761,nudix (nucleoside diphosphate linked moiety X)-type motif 22,NUDT22,0.26,0.026
WT vs MT2,ENSG00000221883,ariadne homolog 2 opposite strand,ARIH2OS,-0.11,0.81
WT vs MT2,ENSG00000128989,"cAMP-regulated phosphoprotein, 19kDa",ARPP19,0.05,0.91
WT vs MT2,ENSG00000088899,Leucine zipper putative tumor suppressor 3,LZTS3,0.11,0.93
WT vs MT2,ENSG00000131043,AAR2 splicing factor homolog (S. cerevisiae),AAR2,0.29,0.21
WT vs MT2,ENSG00000123091,ring finger protein 11,RNF11,-0.035,0.91
WT vs MT2,ENSG00000172575,RAS guanyl releasing protein 1 (calcium and DAG-regulated),RASGRP1,-0.27,0.14
WT vs MT2,ENSG00000130844,zinc finger protein 331,ZNF331,-0.077,0.97
WT vs MT2,ENSG00000166750,schlafen family member 5,SLFN5,-0.25,0.6
WT vs MT2,ENSG00000121413,zinc finger and SCAN domain containing 18,ZSCAN18,0.23,0.75
WT vs MT2,ENSG00000102710,suppressor of Ty 20 homolog (S. cerevisiae),SUPT20H,-0.23,0.39
WT vs MT2,ENSG00000146223,ribosomal protein L7-like 1,RPL7L1,0.041,0.88
WT vs MT2,ENSG00000262823,"",RP13-580F15.2,-0.21,0.35
WT vs MT2,ENSG00000225151,"",AC103965.1,0.25,0.22
WT vs MT2,ENSG00000076242,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",MLH1,0.31,0.43
WT vs MT2,ENSG00000105221,v-akt murine thymoma viral oncogene homolog 2,AKT2,0.079,0.92
WT vs MT2,ENSG00000186907,reticulon 4 receptor-like 2,RTN4RL2,-0.29,0.3
WT vs MT2,ENSG00000165388,zinc finger protein 488,ZNF488,-0.31,0.014
WT vs MT2,ENSG00000143158,mitochondrial pyruvate carrier 2,MPC2,-0.12,0.36
WT vs MT2,ENSG00000189159,hematological and neurological expressed 1,HN1,-0.29,0.6
WT vs MT2,ENSG00000127578,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",WFIKKN1,-0.11,0.59
WT vs MT2,ENSG00000082126,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",MPP4,-0.69,0.38
WT vs MT2,ENSG00000166889,protein associated with topoisomerase II homolog 1 (yeast),PATL1,0.12,0.82
WT vs MT2,ENSG00000170835,carboxyl ester lipase,CEL,0.18,0.28
WT vs MT2,ENSG00000213398,lecithin-cholesterol acyltransferase,LCAT,0.16,0.48
WT vs MT2,ENSG00000126012,lysine (K)-specific demethylase 5C,KDM5C,0.31,0.29
WT vs MT2,ENSG00000143258,ubiquitin specific peptidase 21,USP21,0.091,0.83
WT vs MT2,ENSG00000167384,zinc finger protein 180,ZNF180,-0.44,0.1
WT vs MT2,ENSG00000141076,"cirrhosis, autosomal recessive 1A (cirhin)",CIRH1A,0.18,0.14
WT vs MT2,ENSG00000133121,StAR-related lipid transfer (START) domain containing 13,STARD13,-0.045,0.89
WT vs MT2,ENSG00000011132,"amyloid beta (A4) precursor protein-binding, family A, member 3",APBA3,-0.12,0.92
WT vs MT2,ENSG00000207047,"small nucleolar RNA, C/D box 51",SNORD51,0.24,0.18
WT vs MT2,ENSG00000112667,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,DNPH1,0.089,0.92
WT vs MT2,ENSG00000118680,"myosin, light chain 12B, regulatory",MYL12B,0.15,0.53
WT vs MT2,ENSG00000139718,SET domain containing 1B,SETD1B,-0.18,0.55
WT vs MT2,ENSG00000089123,"taspase, threonine aspartase, 1",TASP1,-0.003,1
WT vs MT2,ENSG00000119535,colony stimulating factor 3 receptor (granulocyte),CSF3R,0.33,0.5
WT vs MT2,ENSG00000183208,GDP-D-glucose phosphorylase 1,GDPGP1,-0.24,0.047
WT vs MT2,ENSG00000158555,glycerophosphodiester phosphodiesterase domain containing 5,GDPD5,-0.09,0.83
WT vs MT2,ENSG00000214300,speedy/RINGO cell cycle regulator family member E3,SPDYE3,0.13,0.59
WT vs MT2,ENSG00000084754,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",HADHA,-0.5,0.036
WT vs MT2,ENSG00000105519,calcyphosine,CAPS,0.87,0.01
WT vs MT2,ENSG00000165702,growth factor independent 1B transcription repressor,GFI1B,-0.086,0.66
WT vs MT2,ENSG00000198833,"ubiquitin-conjugating enzyme E2, J1",UBE2J1,0.28,0.14
WT vs MT2,ENSG00000065883,cyclin-dependent kinase 13,CDK13,-0.011,0.99
WT vs MT2,ENSG00000167925,GH3 domain containing,GHDC,0.34,0.22
WT vs MT2,ENSG00000184990,"SIVA1, apoptosis-inducing factor",SIVA1,0.13,0.33
WT vs MT2,ENSG00000087269,NOP14 nucleolar protein,NOP14,-0.022,0.97
WT vs MT2,ENSG00000169609,chromosome 15 open reading frame 40,C15orf40,0.22,0.16
WT vs MT2,ENSG00000164930,frizzled family receptor 6,FZD6,-0.078,0.61
WT vs MT2,ENSG00000072786,serine/threonine kinase 10,STK10,0.53,0.0028
WT vs MT2,ENSG00000226372,DDB1 and CUL4 associated factor 8-like 1,DCAF8L1,0.1,0.52
WT vs MT2,ENSG00000159086,PAX3 and PAX7 binding protein 1,PAXBP1,0.12,0.89
WT vs MT2,ENSG00000066279,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",ASPM,-0.33,0.39
WT vs MT2,ENSG00000204209,death-domain associated protein,DAXX,-0.35,0.1
WT vs MT2,ENSG00000147133,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",TAF1,-0.35,0.01
WT vs MT2,ENSG00000186141,polymerase (RNA) III (DNA directed) polypeptide C (62kD),POLR3C,0.35,0.0028
WT vs MT2,ENSG00000127586,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)",CHTF18,0.19,0.55
WT vs MT2,ENSG00000116641,dedicator of cytokinesis 7,DOCK7,-0.24,0.58
WT vs MT2,ENSG00000153214,transmembrane protein 87B,TMEM87B,-0.64,0.37
WT vs MT2,ENSG00000253797,"UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)",UTP14C,0.12,0.85
WT vs MT2,ENSG00000109046,WD repeat and SOCS box containing 1,WSB1,-0.29,0.078
WT vs MT2,ENSG00000115524,"splicing factor 3b, subunit 1, 155kDa",SF3B1,0.55,0.55
WT vs MT2,ENSG00000116793,putative homeodomain transcription factor 1,PHTF1,-0.037,0.94
WT vs MT2,ENSG00000134072,calcium/calmodulin-dependent protein kinase I,CAMK1,0.21,0.71
WT vs MT2,ENSG00000163686,abhydrolase domain containing 6,ABHD6,0.12,0.32
WT vs MT2,ENSG00000129824,"ribosomal protein S4, Y-linked 1",RPS4Y1,0.55,0.47
WT vs MT2,ENSG00000096872,intraflagellar transport 74 homolog (Chlamydomonas),IFT74,0.094,0.91
WT vs MT2,ENSG00000164438,T-cell leukemia homeobox 3,TLX3,-0.34,0.41
WT vs MT2,ENSG00000102858,"mahogunin ring finger 1, E3 ubiquitin protein ligase",MGRN1,-0.023,0.93
WT vs MT2,ENSG00000267575,"",CTC-459F4.3,0.57,0.002
WT vs MT2,ENSG00000204536,coiled-coil alpha-helical rod protein 1,CCHCR1,-0.14,0.32
WT vs MT2,ENSG00000142632,Rho guanine nucleotide exchange factor (GEF) 19,ARHGEF19,-0.24,0.02
WT vs MT2,ENSG00000123124,WW domain containing E3 ubiquitin protein ligase 1,WWP1,0.14,0.49
WT vs MT2,ENSG00000112378,"PERP, TP53 apoptosis effector",PERP,-0.08,0.73
WT vs MT2,ENSG00000099204,actin binding LIM protein 1,ABLIM1,-0.054,0.73
WT vs MT2,ENSG00000159184,homeobox B13,HOXB13,-0.15,0.26
WT vs MT2,ENSG00000113569,nucleoporin 155kDa,NUP155,0.032,0.9
WT vs MT2,ENSG00000133985,tetratricopeptide repeat domain 9,TTC9,0.17,0.41
WT vs MT2,ENSG00000173715,chromosome 11 open reading frame 80,C11orf80,0.11,0.65
WT vs MT2,ENSG00000203760,centromere protein W,CENPW,0.023,0.97
WT vs MT2,ENSG00000158882,translocase of outer mitochondrial membrane 40 homolog (yeast)-like,TOMM40L,0.53,0.41
WT vs MT2,ENSG00000166349,recombination activating gene 1,RAG1,0.073,0.94
WT vs MT2,ENSG00000261613,"",RP11-20I23.13,0.3,0.051
WT vs MT2,ENSG00000217128,folliculin interacting protein 1,FNIP1,0.48,0.29
WT vs MT2,ENSG00000134874,DAZ interacting zinc finger protein 1,DZIP1,0.089,0.64
WT vs MT2,ENSG00000031691,centromere protein Q,CENPQ,0.4,0.14
WT vs MT2,ENSG00000198131,zinc finger protein 544,ZNF544,0.12,0.49
